Station,Start_Date,End_Date,Start_Date_Start_Time,End_Date_End_Time,Survey_Type,Gross_ID,Common_Name,Tadpole_phase,Family,Genus,Species,Segment,Seg_dist_m,Parent_Trail_LongName,Height_of_Individual,Habitat_Type,Diurnal_Nocturnal
YRS,7/25/2024,7/25/2024,7/25/2024 20:19,7/25/2024 22:44,Night,Frog,Canelos Treefrog,Yes,Hylidae,Boana,appendiculata,FPIN-01,1053,Forest Plot North Edge-Forest Plot Interior-Forest Plot North Edge-Torre,U,Terrafirme,Nocturnal
TBS,6/21/2024,6/21/2024,6/21/2024 20:11,6/21/2024 21:36,Night,Frog,Convict Tree Frog,Yes,Hylidae,Boana,calcarata,HARP-01,483,Matapalo-Harpia,U,Varzea,Nocturnal
YRS,6/12/2025,6/12/2025,6/12/2025 20:01,6/12/2025 22:53,Night,Frog,Convict Treefrog,Yes,Hylidae,Boana,calcarata,GAWA-03,692,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,U,Varzea,Nocturnal
TBS,6/26/2025,6/26/2025,6/26/2025 20:01,6/26/2025 22:51,Night,Frog,Convict Treefrog,Yes,Hylidae,Boana,calcarata,MUPO-01,410,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,U,Varzea,Nocturnal
TBS,6/30/2025,6/30/2025,6/30/2025 20:12,6/30/2025 23:15,Night,Frog,Convict Treefrog,Yes,Hylidae,Boana,calcarata,PUPL-10,248,Puma-Puma Plot,U,Varzea,Nocturnal
TBS,6/23/2024,6/23/2024,6/23/2024 20:00,6/23/2024 22:36,Night,Frog,Convict Treefrog,Yes,Hylidae,Boana,calcarata,MUPO-01,410,Matapalo-Murcielago-Puentes-Murcielago Pond-Puentes-Murcielago-Matapalo,U,Varzea,Nocturnal
TBS,6/23/2024,6/23/2024,6/23/2024 20:00,6/23/2024 22:36,Night,Frog,Convict Treefrog,Yes,Hylidae,Boana,calcarata,MUPO-01,410,Matapalo-Murcielago-Puentes-Murcielago Pond-Puentes-Murcielago-Matapalo,U,Varzea,Nocturnal
TBS,6/23/2024,6/23/2024,6/23/2024 20:00,6/23/2024 22:36,Night,Frog,Convict Treefrog,Yes,Hylidae,Boana,calcarata,MUPO-01,410,Matapalo-Murcielago-Puentes-Murcielago Pond-Puentes-Murcielago-Matapalo,U,Varzea,Nocturnal
TBS,6/23/2024,6/23/2024,6/23/2024 20:00,6/23/2024 22:36,Night,Frog,Convict Treefrog,Yes,Hylidae,Boana,calcarata,MUPO-01,410,Matapalo-Murcielago-Puentes-Murcielago Pond-Puentes-Murcielago-Matapalo,U,Varzea,Nocturnal
TBS,6/23/2024,6/23/2024,6/23/2024 20:00,6/23/2024 22:36,Night,Frog,Convict Treefrog,Yes,Hylidae,Boana,calcarata,MUPO-01,410,Matapalo-Murcielago-Puentes-Murcielago Pond-Puentes-Murcielago-Matapalo,U,Varzea,Nocturnal
TBS,6/23/2024,6/23/2024,6/23/2024 20:00,6/23/2024 22:36,Night,Frog,Convict Treefrog,Yes,Hylidae,Boana,calcarata,MUPO-01,410,Matapalo-Murcielago-Puentes-Murcielago Pond-Puentes-Murcielago-Matapalo,U,Varzea,Nocturnal
TBS,6/23/2024,6/23/2024,6/23/2024 20:00,6/23/2024 22:36,Night,Frog,Convict Treefrog,Yes,Hylidae,Boana,calcarata,MUPO-01,410,Matapalo-Murcielago-Puentes-Murcielago Pond-Puentes-Murcielago-Matapalo,U,Varzea,Nocturnal
TBS,6/23/2024,6/23/2024,6/23/2024 20:00,6/23/2024 22:36,Night,Frog,Convict Treefrog,Yes,Hylidae,Boana,calcarata,MUPO-01,410,Matapalo-Murcielago-Puentes-Murcielago Pond-Puentes-Murcielago-Matapalo,U,Varzea,Nocturnal
TBS,6/23/2024,6/23/2024,6/23/2024 20:00,6/23/2024 22:36,Night,Frog,Convict Treefrog,Yes,Hylidae,Boana,calcarata,MUPO-01,410,Matapalo-Murcielago-Puentes-Murcielago Pond-Puentes-Murcielago-Matapalo,U,Varzea,Nocturnal
TBS,6/23/2024,6/23/2024,6/23/2024 20:00,6/23/2024 22:36,Night,Frog,Convict Treefrog,Yes,Hylidae,Boana,calcarata,MUPO-01,410,Matapalo-Murcielago-Puentes-Murcielago Pond-Puentes-Murcielago-Matapalo,U,Varzea,Nocturnal
YRS,6/29/2024,6/29/2024,6/29/2024 20:04,6/29/2024 23:19,Night,Frog,Convict Treefrog,Yes,Hylidae,Boana,calcarata,YCHO-02,691,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,U,Terrafirme,Nocturnal
YRS,7/6/2024,7/6/2024,7/6/2024 20:29,7/6/2024 23:28,Night,Frog,Convict Treefrog,Yes,Hylidae,Boana,calcarata,FPPE-04,662,Forest Plot Perimeter,U,Terrafirme,Nocturnal
TBS,7/15/2024,7/15/2024,7/15/2024 20:14,7/15/2024 23:42,Night,Frog,Convict Treefrog,Yes,Hylidae,Boana,calcarata,LAGO-02,1450,Anaconda-Lago,U,Varzea,Nocturnal
TBS,7/15/2024,7/15/2024,7/15/2024 20:14,7/15/2024 23:42,Night,Frog,Convict Treefrog,Yes,Hylidae,Boana,calcarata,LAGO-02,1450,Anaconda-Lago,U,Varzea,Nocturnal
TBS,7/15/2024,7/15/2024,7/15/2024 20:14,7/15/2024 23:42,Night,Frog,Convict Treefrog,Yes,Hylidae,Boana,calcarata,LAGO-02,1450,Anaconda-Lago,C,Varzea,Nocturnal
TBS,7/17/2024,7/17/2024,7/17/2024 20:14,7/17/2024 23:22,Night,Frog,Convict Treefrog,Yes,Hylidae,Boana,calcarata,PUPL-04,411,Puma-Puma Plot,U,Varzea,Nocturnal
TBS,7/17/2024,7/17/2024,7/17/2024 20:14,7/17/2024 23:22,Night,Frog,Convict Treefrog,Yes,Hylidae,Boana,calcarata,PUPL-06,139,Puma-Puma Plot,U,Varzea,Nocturnal
TBS,7/18/2024,7/18/2024,7/18/2024 20:00,7/18/2024 22:50,Night,Frog,Convict Treefrog,Yes,Hylidae,Boana,calcarata,HAPL-01,2220,Harpia Plot-Harpia-Matapalo,U,Varzea,Nocturnal
TBS,6/4/2025,6/4/2025,6/4/2025 20:12,6/4/2025 22:32,Night,Frog,Gladiator Treefrogs,Yes,Hylidae,Boana,NA,ANAC-01,388,Anaconda-Lago,U,Varzea,Nocturnal
YRS,6/10/2025,6/10/2025,6/10/2025 20:07,6/10/2025 22:33,Night,Frog,Gladiator Treefrogs,Yes,Hylidae,Boana,NA,PERU-01,250,Ceiba-Peru,U,Terrafirme,Nocturnal
YRS,6/18/2025,6/18/2025,6/18/2025 20:47,6/18/2025 22:56,Night,Frog,Gladiator Treefrogs,Yes,Hylidae,Boana,NA,MIRA-04,760,Mirador,U,Varzea,Nocturnal
TBS,6/28/2025,6/28/2025,6/28/2025 20:17,6/28/2025 22:36,Night,Frog,Gladiator Treefrogs,Yes,Hylidae,Boana,NA,PUMA-01,750,Guacamayo-Puma-Harpia-Chorongo,U,Terrafirme,Nocturnal
TBS,7/1/2025,7/1/2025,7/1/2025 20:48,7/1/2025 23:22,Night,Frog,Gladiator Treefrogs,Yes,Hylidae,Boana,NA,HAPL-01,2220,Harpia Plot-Harpia,U,Varzea,Nocturnal
TBS,7/2/2025,7/2/2025,7/2/2025 20:06,7/2/2025 22:53,Night,Frog,Gladiator Treefrogs,Yes,Hylidae,Boana,NA,LAGO-01,719,Anaconda-Lago,U,Varzea,Nocturnal
TBS,7/2/2025,7/2/2025,7/2/2025 20:06,7/2/2025 22:53,Night,Frog,Gladiator Treefrogs,Yes,Hylidae,Boana,NA,LAGO-01,719,Anaconda-Lago,U,Varzea,Nocturnal
YRS,7/4/2025,7/4/2025,7/4/2025 20:21,7/4/2025 23:39,Night,Frog,Gladiator Treefrogs,Yes,Hylidae,Boana,NA,FPPE-05,291,Forest Plot Perimeter,U,Varzea,Nocturnal
YRS,7/5/2025,7/5/2025,7/5/2025 20:26,7/5/2025 23:30,Night,Frog,Gladiator Treefrogs,Yes,Hylidae,Boana,NA,PERU-02,738,Coca-Ceiba-Peru-Tiputini-Peru,U,Terrafirme,Nocturnal
YRS,7/8/2025,7/8/2025,7/8/2025 20:18,7/8/2025 22:59,Night,Frog,Gladiator Treefrogs,Yes,Hylidae,Boana,NA,NAPO-02,419,Pantano-Napo-Bariso-Timatai-Tinamou-Botanico-Gran Ficus-Botanico,U,Terrafirme,Nocturnal
YRS,7/14/2025,7/14/2025,7/14/2025 20:34,7/14/2025 22:56,Night,Frog,Gladiator Treefrogs,Yes,Hylidae,Boana,NA,MIRA-03,158,Mirador,U,Varzea,Nocturnal
YRS,7/14/2025,7/14/2025,7/14/2025 20:34,7/14/2025 22:56,Night,Frog,Gladiator Treefrogs,Yes,Hylidae,Boana,NA,MIRA-02,592,Mirador,U,Terrafirme,Nocturnal
YRS,6/29/2024,6/29/2024,6/29/2024 20:04,6/29/2024 23:19,Night,Frog,Gladiator Treefrogs,Yes,Hylidae,Boana,,TUCA-01,240,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,U,Terrafirme,Nocturnal
YRS,7/3/2024,7/3/2024,7/3/2024 20:11,7/3/2024 23:07,Night,Frog,Gladiator Treefrogs,Yes,Hylidae,Boana,,PERU-01,250,Ceiba-Peru,U,Terrafirme,Nocturnal
YRS,7/6/2024,7/6/2024,7/6/2024 20:29,7/6/2024 23:28,Night,Frog,Gladiator Treefrogs,Yes,Hylidae,Boana,,FPPE-04,662,Forest Plot Perimeter,U,Terrafirme,Nocturnal
TBS,7/10/2024,7/10/2024,7/10/2024 20:07,7/10/2024 22:58,Night,Frog,Gladiator Treefrogs,Yes,Hylidae,Boana,,GUAC-02,301,Guacamayo-Danta-Lago,U,Terrafirme,Nocturnal
TBS,7/15/2024,7/15/2024,7/15/2024 20:14,7/15/2024 23:42,Night,Frog,Gladiator Treefrogs,Yes,Hylidae,Boana,,LAGO-02,1450,Anaconda-Lago,U,Varzea,Nocturnal
YRS,6/15/2025,6/15/2025,6/15/2025 20:34,6/15/2025 23:24,Night,Frog,Map Treefrog,Yes,Hylidae,Boana,geographicans,FPPE-05,291,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,U,Terrafirme,Nocturnal
TBS,6/29/2025,6/29/2025,6/29/2025 20:08,6/29/2025 23:03,Night,Frog,Map Treefrog,Yes,Hylidae,Boana,geographicans,MAPO-02,170,Matapalo-Numa/Matapalo Connector-Numa-Chichico-Matapalo-Numa,U,Terrafirme,Nocturnal
YRS,7/5/2025,7/5/2025,7/5/2025 20:26,7/5/2025 23:30,Night,Frog,Map Treefrog,Yes,Hylidae,Boana,geographicans,COCA-01,301,Coca-Ceiba-Peru-Tiputini-Peru,U,Terrafirme,Nocturnal
YRS,7/11/2025,7/11/2025,7/11/2025 20:14,7/11/2025 22:40,Night,Frog,Map Treefrog,Yes,Hylidae,Boana,geographicans,GAWA-02,650,Gawape-Chorongo-Kinkajou,U,Varzea,Nocturnal
TBS,6/22/2024,6/22/2024,6/22/2024 20:06,6/22/2024 22:29,Night,Frog,Map Treefrog,Yes,Hylidae,Boana,geographicans,LAGO-02,1450,Anaconda-Lago,U,Varzea,Nocturnal
TBS,6/23/2024,6/23/2024,6/23/2024 20:00,6/23/2024 22:36,Night,Frog,Map Treefrog,Yes,Hylidae,Boana,geographicans,MAPO-03,388,Matapalo-Murcielago-Puentes-Murcielago Pond-Puentes-Murcielago-Matapalo,U,Terrafirme,Nocturnal
YRS,7/3/2024,7/3/2024,7/3/2024 20:11,7/3/2024 23:07,Night,Frog,Map Treefrog,Yes,Hylidae,Boana,geographicans,PERU-02,738,Ceiba-Peru,G,Varzea,Nocturnal
YRS,7/3/2024,7/3/2024,7/3/2024 20:11,7/3/2024 23:07,Night,Frog,Map Treefrog,Yes,Hylidae,Boana,geographicans,PERU-04,259,Ceiba-Peru,C,Terrafirme,Nocturnal
YRS,7/3/2024,7/3/2024,7/3/2024 20:11,7/3/2024 23:07,Night,Frog,Map Treefrog,Yes,Hylidae,Boana,geographicans,PERU-05,301,Ceiba-Peru,U,Terrafirme,Nocturnal
YRS,7/6/2024,7/6/2024,7/6/2024 20:29,7/6/2024 23:28,Night,Frog,Map Treefrog,Yes,Hylidae,Boana,geographicans,FPPE-04,662,Forest Plot Perimeter,U,Varzea,Nocturnal
YRS,7/31/2024,7/31/2024,7/31/2024 20:38,7/31/2024 23:53,Night,Frog,Map Treefrog,Yes,Hylidae,Boana,geographicans,TORR-01,900,Torre-Forest Plot North Edge-Forest Plot Interior,U,Varzea,Nocturnal
YRS,6/17/2025,6/17/2025,6/17/2025 20:17,6/17/2025 23:35,Night,Frog,Nymph Tree Frog,Yes,Hylidae,Boana,nympha,FPPE-04,662,Forest Plot Perimeter,U,Varzea,Nocturnal
YRS,6/15/2025,6/15/2025,6/15/2025 20:34,6/15/2025 23:24,Night,Frog,Bassler's Humming Frog,Yes,Microhylidae,Chiasmocleis,bassleri,FPIN-01,1053,Torre-Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,G,Terrafirme,Nocturnal
YRS,6/18/2025,6/18/2025,6/18/2025 20:47,6/18/2025 22:56,Night,Frog,Bassler's Humming Frog,Yes,Microhylidae,Chiasmocleis,bassleri,MIRA-02,592,Mirador,G,Terrafirme,Nocturnal
YRS,6/18/2025,6/18/2025,6/18/2025 20:47,6/18/2025 22:56,Night,Frog,Bassler's Humming Frog,Yes,Microhylidae,Chiasmocleis,bassleri,MIRA-01,550,Mirador,G,Terrafirme,Nocturnal
YRS,6/18/2025,6/18/2025,6/18/2025 20:47,6/18/2025 22:56,Night,Frog,Bassler's Humming Frog,Yes,Microhylidae,Chiasmocleis,bassleri,MIRA-01,550,Mirador,G,Terrafirme,Nocturnal
TBS,6/28/2025,6/28/2025,6/28/2025 20:17,6/28/2025 22:36,Night,Frog,Bassler's Humming Frog,Yes,Microhylidae,Chiasmocleis,bassleri,GUAC-03,279,Guacamayo-Puma-Harpia-Chorongo,U,Varzea,Nocturnal
YRS,7/13/2025,7/13/2025,7/13/2025 20:51,7/13/2025 22:41,Night,Frog,Bassler's Humming Frog,Yes,Microhylidae,Chiasmocleis,bassleri,TIMA-01,128,Botanico-Tinamou-Napo-Timatai-Bariso,G,Terrafirme,Nocturnal
YRS,7/14/2025,7/14/2025,7/14/2025 20:34,7/14/2025 22:56,Night,Frog,Bassler's Humming Frog,Yes,Microhylidae,Chiasmocleis,bassleri,MIRA-02,592,Mirador,G,Terrafirme,Nocturnal
YRS,7/15/2025,7/15/2025,7/15/2025 20:30,7/15/2025 22:12,Night,Frog,Bassler's Humming Frog,Yes,Microhylidae,Chiasmocleis,bassleri,YCHO-01,1230,Chorongo-Kinkajou-Napo,G,Terrafirme,Nocturnal
YRS,7/16/2025,7/16/2025,7/16/2025 20:21,7/16/2025 22:24,Night,Frog,Bassler's Humming Frog,Yes,Microhylidae,Chiasmocleis,bassleri,MIRA-01,550,Coca-Ceiba-Peru-Renacuajo-Mirador,G,Varzea,Nocturnal
YRS,7/16/2025,7/16/2025,7/16/2025 20:21,7/16/2025 22:24,Night,Frog,Bassler's Humming Frog,Yes,Microhylidae,Chiasmocleis,bassleri,MIRA-01,550,Coca-Ceiba-Peru-Renacuajo-Mirador,G,Terrafirme,Nocturnal
TBS,6/17/2024,6/17/2024,6/17/2024 20:04,6/18/2024 0:11,Night,Frog,Bassler's Humming Frog,Yes,Microhylidae,Chiasmocleis,bassleri,MAPO-03,388,Matapalo-Murcielago-Matapalo-Chichico-Numa-Matapalo,G,Terrafirme,Nocturnal
YRS,7/3/2024,7/3/2024,7/3/2024 20:11,7/3/2024 23:07,Night,Frog,Bassler's Humming Frog,Yes,Microhylidae,Chiasmocleis,bassleri,PERU-02,738,Ceiba-Peru,G,Varzea,Nocturnal
YRS,7/23/2024,7/23/2024,7/23/2024 20:09,7/23/2024 22:46,Night,Frog,Bassler's Humming Frog,Yes,Microhylidae,Chiasmocleis,bassleri,TINA-02,509,Tinamou-Napo-Pantano-Botanico-Gran Ficus,G,Terrafirme,Nocturnal
YRS,7/26/2024,7/26/2024,7/26/2024 20:02,7/26/2024 22:54,Night,Frog,Marbled Tree Frog,Yes,Hylidae,Dendropsophus,marmoratus,GAWA-03,692,Gawape-Garza-Tucan-Napo-Kinkajou-Chorongo-Tucan-Gawape,U,Varzea,Nocturnal
TBS,6/7/2025,6/7/2025,6/7/2025 19:59,6/7/2025 22:26,Night,Frog,Upper Amazon Tree Frog,Yes,Hylidae,Dendropsophus,bifurcus,LAGO-01,719,Guacamayo-Danta-Lago,U,Varzea,Nocturnal
TBS,6/7/2025,6/7/2025,6/7/2025 19:59,6/7/2025 22:26,Night,Frog,Upper Amazon Tree Frog,Yes,Hylidae,Dendropsophus,bifurcus,LAGO-01,719,Guacamayo-Danta-Lago,U,Varzea,Nocturnal
TBS,6/22/2024,6/22/2024,6/22/2024 20:06,6/22/2024 22:29,Night,Frog,Upper Amazon Tree Frog,Yes,Hylidae,Dendropsophus,bifurcus,LAGO-01,719,Anaconda-Lago,U,Varzea,Nocturnal
TBS,6/23/2024,6/23/2024,6/23/2024 20:00,6/23/2024 22:36,Night,Frog,Upper Amazon Tree Frog,Yes,Hylidae,Dendropsophus,bifurcus,MUPO-01,410,Matapalo-Murcielago-Puentes-Murcielago Pond-Puentes-Murcielago-Matapalo,U,Varzea,Nocturnal
YRS,6/9/2025,6/9/2025,6/9/2025 20:15,6/9/2025 23:03,Night,Frog,Perez's Snouted Frog,Yes,Leptodactylidae,Edalorhina,perezi,YCHO-01,1230,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,G,Varzea,Diurnal
YRS,7/12/2025,7/12/2025,7/12/2025 14:48,7/12/2025 16:20,Afternoon,Frog,Perez's Snouted Frog,Yes,Leptodactylidae,Edalorhina,perezi,FPPE-06,69,Forest Plot Perimeter-Forest Plot Interior-Forest Plot Perimeter,G,Terrafirme,Diurnal
TBS,6/8/2025,6/8/2025,6/8/2025 13:47,6/8/2025 16:03,Afternoon,Frog,Painted Forest Toadlet,Yes,Leptodactylidae,Engystomops,petersi,PARA-01,3522,Parahuaco,G,Terrafirme,Nocturnal
TBS,6/8/2025,6/8/2025,6/8/2025 13:47,6/8/2025 16:03,Afternoon,Frog,Painted Forest Toadlet,Yes,Leptodactylidae,Engystomops,petersi,PARA-01,3522,Parahuaco,G,Terrafirme,Nocturnal
YRS,6/12/2025,6/12/2025,6/12/2025 20:01,6/12/2025 22:53,Night,Frog,Painted Forest Toadlet,Yes,Leptodactylidae,Engystomops,petersi,GAWA-02,650,Gawape-Chorongo-Kinkajou-Napo-Tucan-Garza,G,Terrafirme,Nocturnal
TBS,6/21/2025,6/21/2025,6/21/2025 20:43,6/21/2025 23:53,Night,Frog,Painted Forest Toadlet,Yes,Leptodactylidae,Engystomops,petersi,PARA-01,3522,Parahuaco,G,Varzea,Nocturnal
TBS,6/21/2025,6/21/2025,6/21/2025 20:43,6/21/2025 23:53,Night,Frog,Painted Forest Toadlet,Yes,Leptodactylidae,Engystomops,petersi,PARA-01,3522,Parahuaco,G,Varzea,Nocturnal
TBS,7/1/2025,7/1/2025,7/1/2025 20:48,7/1/2025 23:22,Night,Frog,Painted Forest Toadlet,Yes,Leptodactylidae,Engystomops,petersi,HAPL-01,2220,Harpia Plot-Harpia,U,Terrafirme,Nocturnal
TBS,7/1/2025,7/1/2025,7/1/2025 20:48,7/1/2025 23:22,Night,Frog,Painted Forest Toadlet,Yes,Leptodactylidae,Engystomops,petersi,HAPL-01,2220,Harpia Plot-Harpia,G,Terrafirme,Nocturnal
TBS,7/1/2025,7/1/2025,7/1/2025 20:48,7/1/2025 23:22,Night,Frog,Painted Forest Toadlet,Yes,Leptodactylidae,Engystomops,petersi,HAPL-01,2220,Harpia Plot-Harpia,G,Terrafirme,Nocturnal
YRS,7/6/2025,7/6/2025,7/6/2025 20:13,7/6/2025 22:38,Night,Frog,Painted Forest Toadlet,Yes,Leptodactylidae,Engystomops,petersi,TORR-01,900,Chorongo-Kinkajou-Napo-Tucan-Garza-Napo,G,Varzea,Nocturnal
YRS,7/15/2025,7/15/2025,7/15/2025 20:30,7/15/2025 22:12,Night,Frog,Painted Forest Toadlet,Yes,Leptodactylidae,Engystomops,petersi,NAPO-05,243,Chorongo-Kinkajou-Napo,U,Terrafirme,Nocturnal
YRS,7/15/2025,7/15/2025,7/15/2025 20:30,7/15/2025 22:12,Night,Frog,Painted Forest Toadlet,Yes,Leptodactylidae,Engystomops,petersi,NAPO-06,290,Chorongo-Kinkajou-Napo,U,Terrafirme,Nocturnal
TBS,6/19/2024,6/19/2024,6/19/2024 19:58,6/19/2024 22:50,Night,Frog,Painted Forest Toadlet,Yes,Leptodactylidae,Engystomops,petersi,TCHO-01,481,Guacamayo-Puma-Harpia-Chorongo-Guacamayo,G,Varzea,Nocturnal
TBS,6/19/2024,6/19/2024,6/19/2024 19:58,6/19/2024 22:50,Night,Frog,Painted Forest Toadlet,Yes,Leptodactylidae,Engystomops,petersi,GUAC-01,230,Guacamayo-Puma-Harpia-Chorongo-Guacamayo,G,Terrafirme,Nocturnal
YRS,7/3/2024,7/3/2024,7/3/2024 20:11,7/3/2024 23:07,Night,Frog,Painted Forest Toadlet,Yes,Leptodactylidae,Engystomops,petersi,CEIB-01,490,Ceiba-Peru,G,Terrafirme,Nocturnal
YRS,7/4/2024,7/4/2024,7/4/2024 20:12,7/4/2024 23:00,Night,Frog,Painted Forest Toadlet,Yes,Leptodactylidae,Engystomops,petersi,YCHO-01,1230,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,G,Terrafirme,Nocturnal
YRS,7/4/2024,7/4/2024,7/4/2024 20:12,7/4/2024 23:00,Night,Frog,Painted Forest Toadlet,Yes,Leptodactylidae,Engystomops,petersi,YCHO-01,1230,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,G,Terrafirme,Nocturnal
YRS,7/4/2024,7/4/2024,7/4/2024 20:12,7/4/2024 23:00,Night,Frog,Painted Forest Toadlet,Yes,Leptodactylidae,Engystomops,petersi,YCHO-01,1230,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,G,Varzea,Nocturnal
TBS,7/8/2024,7/8/2024,7/8/2024 20:01,7/8/2024 22:53,Night,Frog,Painted Forest Toadlet,Yes,Leptodactylidae,Engystomops,petersi,MAPO-06,359,Matapalo-Murcielago-Puentes-Murcielago Pond-Matapalo-Chichico-Numa,G,Terrafirme,Nocturnal
YRS,7/29/2024,7/29/2024,7/29/2024 20:20,7/29/2024 22:48,Night,Frog,Painted Forest Toadlet,Yes,Leptodactylidae,Engystomops,petersi,YCHO-01,1230,Chorongo-Kinkajou-Napo-Bariso-Tinamou-Botanico,G,Terrafirme,Nocturnal
TBS,7/10/2024,7/10/2024,7/10/2024 20:07,7/10/2024 22:58,Night,Frog,Knudsen's Thin-toed Frog,foam_nest_near_pool,Leptodactylidae,Leptodactylus,knudseni,LAGO-01,719,Guacamayo-Danta-Lago,G,Varzea,Nocturnal
YRS,7/23/2024,7/23/2024,7/23/2024 20:09,7/23/2024 22:46,Night,Frog,Knudsen's Thin-toed Frog,foam_nest_near_pool,Leptodactylidae,Leptodactylus,knudseni,TINA-02,509,Tinamou-Napo-Pantano-Botanico-Gran Ficus,G,Terrafirme,Nocturnal
YRS,7/25/2024,7/25/2024,7/25/2024 20:19,7/25/2024 22:44,Night,Frog,Knudsen's Thin-toed Frog,foam_nest_near_pool,Leptodactylidae,Leptodactylus,knudseni,FPIN-01,1053,Forest Plot North Edge-Forest Plot Interior-Forest Plot North Edge-Torre,G,Terrafirme,Nocturnal
TBS,6/3/2025,6/3/2025,6/3/2025 20:49,6/3/2025 23:05,Night,Frog,Neotropical Grass Frogs,Yes,Leptodactylidae,Leptodactylus,NA,NUMA-01,290,Numa-Chichico,G,Varzea,Diurnal
TBS,6/3/2025,6/3/2025,6/3/2025 20:49,6/3/2025 23:05,Night,Frog,Neotropical Grass Frogs,Yes,Leptodactylidae,Leptodactylus,NA,CHIO-02,1000,Numa-Chichico,G,Varzea,Diurnal
TBS,6/3/2025,6/3/2025,6/3/2025 20:49,6/3/2025 23:05,Night,Frog,Neotropical Grass Frogs,Yes,Leptodactylidae,Leptodactylus,NA,CHIO-01,609,Numa-Chichico,G,Terrafirme,Diurnal
TBS,6/25/2025,6/25/2025,6/25/2025 20:00,6/25/2025 22:22,Night,Frog,Neotropical Grass Frogs,Yes,Leptodactylidae,Leptodactylus,NA,HAPL-01,2220,Harpia Plot-Harpia,U,Varzea,Diurnal
TBS,6/27/2025,6/27/2025,6/27/2025 20:10,6/27/2025 22:04,Night,Frog,Neotropical Grass Frogs,Yes,Leptodactylidae,Leptodactylus,NA,LAGO-01,719,Guacamayo-Danta-Lago,G,Varzea,Diurnal
TBS,6/29/2025,6/29/2025,6/29/2025 20:08,6/29/2025 23:03,Night,Frog,Neotropical Grass Frogs,Yes,Leptodactylidae,Leptodactylus,NA,CHIO-01,609,Matapalo-Numa/Matapalo Connector-Numa-Chichico-Matapalo-Numa,G,Varzea,Diurnal
TBS,6/29/2025,6/29/2025,6/29/2025 20:08,6/29/2025 23:03,Night,Frog,Neotropical Grass Frogs,Yes,Leptodactylidae,Leptodactylus,NA,CHIO-01,609,Matapalo-Numa/Matapalo Connector-Numa-Chichico-Matapalo-Numa,G,Varzea,Diurnal
TBS,6/30/2025,6/30/2025,6/30/2025 20:12,6/30/2025 23:15,Night,Frog,Neotropical Grass Frogs,Yes,Leptodactylidae,Leptodactylus,NA,PUMA-01,750,Puma-Puma Plot,G,Terrafirme,Diurnal
TBS,7/1/2025,7/1/2025,7/1/2025 20:48,7/1/2025 23:22,Night,Frog,Neotropical Grass Frogs,Yes,Leptodactylidae,Leptodactylus,NA,HAPL-01,2220,Harpia Plot-Harpia,G,Varzea,Diurnal
YRS,7/13/2025,7/13/2025,7/13/2025 20:51,7/13/2025 22:41,Night,Frog,Neotropical Grass Frogs,Yes,Leptodactylidae,Leptodactylus,NA,TINA-02,509,Botanico-Tinamou-Napo-Timatai-Bariso,G,Varzea,Diurnal
TBS,7/15/2024,7/15/2024,7/15/2024 20:14,7/15/2024 23:42,Night,Frog,Neotropical Grass Frogs,Yes,Leptodactylidae,Leptodactylus,,ANAC-01,388,Anaconda-Lago,G,Varzea,Diurnal
YRS,7/31/2024,7/31/2024,7/31/2024 20:38,7/31/2024 23:53,Night,Frog,Neotropical Grass Frogs,Yes,Leptodactylidae,Leptodactylus,,FPIN-01,1053,Torre-Forest Plot North Edge-Forest Plot Interior,G,Terrafirme,Diurnal
TBS,6/7/2025,6/7/2025,6/7/2025 19:59,6/7/2025 22:26,Night,Frog,Smoky Jungle Frog,Yes,Leptodactylidae,Leptodactylus,pentadactylus,GUAC-01,230,Guacamayo-Danta-Lago,G,Terrafirme,Nocturnal
TBS,6/7/2025,6/7/2025,6/7/2025 19:59,6/7/2025 22:26,Night,Frog,Smoky Jungle Frog,Yes,Leptodactylidae,Leptodactylus,pentadactylus,DANT-01,591,Guacamayo-Danta-Lago,G,Varzea,Nocturnal
TBS,6/7/2025,6/7/2025,6/7/2025 19:59,6/7/2025 22:26,Night,Frog,Smoky Jungle Frog,Yes,Leptodactylidae,Leptodactylus,pentadactylus,LAGO-01,719,Guacamayo-Danta-Lago,G,Varzea,Nocturnal
TBS,6/7/2025,6/7/2025,6/7/2025 19:59,6/7/2025 22:26,Night,Frog,Smoky Jungle Frog,Yes,Leptodactylidae,Leptodactylus,pentadactylus,LAGO-01,719,Guacamayo-Danta-Lago,G,Varzea,Nocturnal
